WORD	SAMPA	PRON_VARIANT
landsbyggðinni	l a n s p I G D I n I	standard_cas
landsbyggðinni	l a n t s p I G D I n I	standard_clear
landsbókasafn	l a n s p ou k a s a p n_0	standard_cas
landsbókasafn	l a n t s p ou k a s a p n_0	standard_clear
landsbókasafn	l a n t s p ou k_h a s a p n_0	north_clear
landsbókasafni	l a n s p ou k a s a p n I	standard_cas
landsbókasafni	l a n t s p ou k a s a p n I	standard_clear
landsbókasafni	l a n t s p ou k_h a s a p n I	north_clear
landsfjórðungum	l a n s f j ou r D u N k Y m	standard_cas
landsfjórðungum	l a n t s f j ou r D u N k Y m	standard_clear
landsframleiðslu	l a n s f r a m l ei s t l Y	standard_cas
landsframleiðslu	l a n t s f r a m l ei D s t l Y	standard_clear
landsfund	l a n s f Y n t	standard_cas
landsfund	l a n t s f Y n t	standard_clear
landsfundi	l a n s f Y n t I	standard_cas
landsfundi	l a n t s f Y n t I	standard_clear
landshluta	l a n s l_0 Y t a	standard_cas
landshluta	l a n s l_0 Y t_h a	north_cas
landshluta	l a n t s l_0 Y t a	standard_clear
landshluta	l a n t s l_0 Y t_h a	north_clear
landshlutum	l a n s l_0 Y t Y m	standard_cas
landshlutum	l a n s l_0 Y t_h Y m	north_cas
landshlutum	l a n t s l_0 Y t Y m	standard_clear
landshlutum	l a n t s l_0 Y t_h Y m	north_clear
landshöfðingjans	l a n s h 9 v D i J c a n s	standard_cas
landshöfðingjans	l a n t s h 9 v D i J c a n s	standard_clear
landsins	l a n s I n s	standard_cas
landsins	l a n t s I n s	standard_clear
landslag	l a n s t l a G	standard_cas
landslag	l a n t s t l a G	standard_clear
landslagi	l a n s t l ai j I	standard_cas
landslagi	l a n t s t l ai j I	standard_clear
landslags	l a n s t l a x s	standard_cas
landslags	l a n t s t l a x s	standard_clear
landslagsheildir	l a n s t l a x s h ei l t I r	standard_cas
landslagsheildir	l a n t s t l a x s h ei l t I r	standard_clear
landslagsmyndir	l a n s t l a x s m I n t I r	standard_cas
landslagsmyndir	l a n t s t l a x s m I n t I r	standard_clear
landslagsmálverkið	l a n s t l a x s m au l v E r_0 c I D	standard_cas
landslagsmálverkið	l a n t s t l a x s m au l v E r_0 c I D	standard_clear
landsleiki	l a n s t l ei c I	standard_cas
landsleiki	l a n t s t l ei c I	standard_clear
landsleiki	l a n t s t l ei c_h I	north_clear
landslið	l a n s t l I D	standard_cas
landslið	l a n t s t l I D	standard_clear
landsliða	l a n s t l I D a	south_cas
landsliða	l a n t s t l I D a	standard_clear
landsliði	l a n s t l I D I	standard_cas
landsliði	l a n t s t l I D I	standard_clear
landsliðinu	l a n s t l I D I n Y	standard_cas
landsliðinu	l a n t s t l I D I n Y	standard_clear
landsliðið	l a n t s t l I D I D	standard_clear
landsliðsflokki	l a n s t l I D s f l O h c I	standard_cas
landsliðsflokki	l a n t s t l I D s f l O h c I	standard_clear
landsliðshópinn	l a n s t l I D s h ou p I n	standard_cas
landsliðshópinn	l a n t s t l I D s h ou p I n	standard_clear
landsliðshópinn	l a n t s t l I D s h ou p_h I n	north_clear
landsliðshópnum	l a n s t l I D s h ou h p n Y m	standard_cas
landsliðshópnum	l a n t s t l I D s h ou h p n Y m	standard_clear
landsliðsins	l a n s t l I D s I n s	standard_cas
landsliðsins	l a n t s t l I D s I n s	standard_clear
landsliðsmanninn	l a n s t l I D s m a n I n	standard_cas
landsliðsmanninn	l a n t s t l I D s m a n I n	standard_clear
landsliðsmaður	l a n s t l I D s m a D Y r	south_cas
landsliðsmaður	l a n t s t l I D s m a D Y r	standard_clear
landsliðsmaðurinn	l a n s t l I D s m a D Y r I n	standard_cas
landsliðsmaðurinn	l a n t s t l I D s m a D Y r I n	standard_clear
landsliðsmiðherjinn	l a n s t l I D s m I T h E r j I n	standard_cas
landsliðsmiðherjinn	l a n t s t l I D s m I T h E r j I n	standard_clear
landsliðsþjálfara	l a n s t l I D s T j au l v a r a	standard_cas
landsliðsþjálfara	l a n t s t l I D s T j au l v a r a	standard_clear
landsliðsþjálfari	l a n s t l I D s T j au l v a r I	standard_cas
landsliðsþjálfari	l a n t s t l I D s T j au l v a r I	standard_clear
landsmanna	l a n s m a n a	standard_cas
landsmanna	l a n t s m a n a	standard_clear
landsmót	l a n s m ou t	standard_cas
landsmót	l a n s m ou t_h	north_cas
landsmót	l a n t s m ou t	standard_clear
landsmót	l a n t s m ou t_h	north_clear
landsmótinu	l a n s m ou t I n Y	standard_cas
landsmótinu	l a n t s m ou t I n Y	standard_clear
landsmótinu	l a n t s m ou t_h I n Y	north_clear
landsmönnum	l a n s m 9 n Y m	standard_cas
landsmönnum	l a n t s m 9 n Y m	standard_clear
landsnet	l a n s t n E t	standard_cas
landsnet	l a n s t n E t_h	north_cas
landsnet	l a n t s t n E t	standard_clear
landsnet	l a n t s t n E t_h	north_clear
landsnets	l a n s t n E t s	standard_cas
landsnets	l a n t s t n E t s	standard_clear
landspítala	l a n s p i t a l a	standard_cas
landspítala	l a n t s p i t a l a	standard_clear
landspítala	l a n t s p i t_h a l a	north_clear
landspítalann	l a n s p i t a l a n	standard_cas
landspítalann	l a n s p i t_h a l a n	north_cas
landspítalann	l a n t s p i t a l a n	standard_clear
landspítalann	l a n t s p i t_h a l a n	north_clear
landspítali	l a n s p i t a l I	standard_cas
landspítali	l a n t s p i t a l I	standard_clear
landspítali	l a n t s p i t_h a l I	north_clear
landspítalinn	l a n s p i t a l I n	standard_cas
landspítalinn	l a n s p i t_h a l I n	north_cas
landspítalinn	l a n t s p i t a l I n	standard_clear
landspítalinn	l a n t s p i t_h a l I n	north_clear
landssambands	l a n s a m p a n s	standard_cas
landssambands	l a n t s a m p a n t s	standard_clear
landssamtaka	l a n t s a m t_h a k a	standard_clear
landssamtaka	l a n t s a m t_h a k_h a	north_clear
landssamtök	l a n s a m t_h 9 k	standard_cas
landssamtök	l a n t s a m t_h 9 k	standard_clear
landssamtök	l a n t s a m t_h 9 k_h	north_clear
landssamtökin	l a n s a m t_h 9 c I n	standard_cas
landssamtökin	l a n t s a m t_h 9 c I n	standard_clear
landssamtökin	l a n t s a m t_h 9 c_h I n	north_clear
landssíminn	l a n s i m I n	standard_cas
landssíminn	l a n t s i m I n	standard_clear
landsvala	l a n s v a l a	standard_cas
landsvala	l a n t s v a l a	standard_clear
landsvirkjunar	l a n s v I r_0 c Y n a r	standard_cas
landsvirkjunar	l a n t s v I r_0 c Y n a r	standard_clear
landsvæði	l a n s v ai D I	standard_cas
landsvæði	l a n t s v ai D I	standard_clear
landsvísu	l a n s v i s Y	standard_cas
landsvísu	l a n t s v i s Y	standard_clear
landsútvarp	l a n s u t v a r_0 p	standard_cas
landsútvarp	l a n t s u t v a r_0 p	standard_clear
landverndar	l a n t v E n t a r	standard_cas
landverndar	l a n t v E r n t a r	standard_clear
lang	l au N k	all
langa	l au N k a	all
langadal	l au N k a t a l	all
langafa	l au N k a v a	all
langafi	l au N k a v I	all
langalgengasta	l au N k a l c ei N k a s t a	all
langalöngu	l au N k a l 9i N k Y	all
langamma	l au N k a m a	all
langan	l au N k a n	all
langanir	l au N k a n I r	all
langar	l au N k a r	all
langasjó	l au N k a s j ou	all
langavitleysa	l au N k a v I h t l ei s a	all
langbesti	l au N k p E s t I	all
langdregin	l au N t r ei j I n	all
langdregið	l au N t r ei j I D	all
langdrægu	l au N k t r ai G Y	all
langdvölum	l au N k t v 9 l Y m	all
langflest	l au N k f l E s t	all
langflestir	l au N k f l E s t I r	all
langflestum	l au N k f l E s t Y m	all
langhlaup	l au N k l_0 9i p	standard_clear
langhlaup	l au N k l_0 9i p_h	north_clear
langhlauparar	l au N k l_0 9i p a r a r	standard_clear
langhlauparar	l au N k l_0 9i p_h a r a r	north_clear
langholti	l au N k h O l_0 t I	all
langholtskirkja	l au N k h O l_0 s c_h I r_0 c a	standard_cas
langholtskirkja	l au N k h O l_0 t s c_h I r_0 c a	standard_clear
langholtssafnaðar	l au N k h O l_0 s a p n a D a r	standard_cas
langholtssafnaðar	l au N k h O l_0 t s a p n a D a r	standard_clear
langi	l au J c I	all
langir	l au J c I r	all
langisjór	l au J c I s j ou r	all
langisvíri	l au J c I s v i r I	all
langjökul	l au J c 9 k Y l	standard_clear
langjökul	l au J c 9 k_h Y l	north_clear
langkeyrslu	l au J c_h ei r_0 s t l Y	standard_clear
langkeyrslu	l au N c_h ei s t l Y	standard_cas
langleiðina	l au N k l ei D I n a	all
langloka	l au N k l O k a	standard_clear
langloka	l au N k l O k_h a	north_clear
langloku	l au N k l O k Y	standard_clear
langloku	l au N k l O k_h Y	north_clear
langlífi	l au N k l i v I	all
langra	l au N k r a	all
langri	l au N k r I	all
langs	l au N s	all
langsamlega	l au N k s a m l E G a	all
langskemmtilegast	l au N k s c E m t_h I l E G a s t	northeast_clear
langskemmtilegast	l au N k s c E m_0 t I l E G a s t	standard_clear
langskip	l au N k s c I p	standard_clear
langsokkur	l au N k s O h k Y r	all
langstærsta	l au N k s t ai r_0 s t a	standard_clear
langstærsta	l au N s t ai s t a	standard_cas
langstærsti	l au N k s t ai r_0 s t I	standard_clear
langstærsti	l au N s t ai s t I	standard_cas
langstökki	l au N k s t 9 h c I	standard_clear
langstökki	l au N s t 9 h c I	standard_cas
langstökkinu	l au N k s t 9 h c I n Y	all
langsótt	l au N k s ou h t	all
langtum	l au N t_h Y m	northeast_clear
langtum	l au N_0 t Y m	standard_clear
langtíma	l au N k t_h i m a	standard_clear
langtíma	l au N t_h i m a	standard_cas
langtímaáhrif	l au N t_h i m a au r_0 I f	all
langtímum	l au N t_h i m Y m	all
langvarandi	l au N k v a r a n t I	all
langveginn	l au N k v ei j I n	all
langveikra	l au N k v ei k r a	standard_clear
langveikra	l au N k v ei k_h r a	north_clear
langveikum	l au N k v ei k Y m	standard_clear
langveikum	l au N k v ei k_h Y m	north_clear
langvinn	l au N k v I n	all
langyngst	l au J c i N s t	all
langá	l au N k au	all
langömmu	l au N k 9 m Y	all
langömmubörnin	l au N k 9 m Y p 9 r t n I n	standard_clear
langþráð	l au N k T r au D	all
lanka	l a N k_h a	northeast_clear
lanka	l a N_0 k a	standard_clear
lapplander	l a h p l a n t E r	all
lara	l a: r a	all
lars	l a r_0 s	all
larsson	l a r_0 s O n	standard_clear
last	l a s t	all
latneskt	l a h t n E s t	all
laufengi	l 9i: v ei J c I	all
laufferjum	l 9i f E r j Y m	all
laufskálinn	l 9i f s k au l I n	all
laufási	l 9i: v au s I	all
laufásveg	l 9i: v au s v E G	all
laufásvegi	l 9i: v au s v ei j I	all
laufþekjuna	l 9i f T E c Y n a	standard_clear
laufþekjuna	l 9i f T E c_h Y n a	north_clear
laugar	l 9i: G a r	all
laugardag	l 9i: G a r_0 t a G	all
laugardaginn	l 9i: G a r_0 t ai j I n	all
laugardags	l 9i: G a r t a x s	all
laugardagsgangan	l 9i: G a r t a x s k au N k a n	all
laugardagskvöld	l 9i: G a r t a x s k_h v 9 l t	all
laugardagskvöldið	l 9i: G a r t a x s k_h v 9 l t I D	all
laugardagslíf	l 9i: G a r t a x s t l i v	all
laugardagsmorgni	l 9i: G a r t a x s m O r t n I	all
laugardagsmorgnum	l 9i: G a r t a x s m O r t n Y m	all
laugardagsmorgun	l 9i: G a r t a x s m O r k Y n	all
laugardagurinn	l 9i: G a r t a G Y r I n	all
laugardal	l 9i: G a r t a l	all
laugardalnum	l 9i: G a r t a l n Y m	all
laugardalshöll	l 9i: G a r t a l s h 9 t l_0	all
laugardalslaug	l 9i: G a r_0 t a l s t l 9i G	all
laugardalslaugin	l 9i: G a r t a l s t l 9i j I n	all
laugardalsvelli	l 9i: G a r_0 t a l s v E t l I	all
laugardalsvellinum	l 9i: G a r_0 t a l s v E t l I n Y m	all
laugardegi	l 9i: G a r_0 t ei j I	all
laugardeginum	l 9i: G a r t ei j I n Y m	all
laugardögum	l 9i: G a r_0 t 9 G Y m	all
laugarnes	l 9i: G a r n E s	all
laugarnesskóla	l 9i: G a r n E s k ou l a	all
laugarnestanga	l 9i: G a r n E s t_h au N k a	all
laugarnesvegi	l 9i: G a r n E s v ei j I	all
laugarvatn	l 9i: G a r v a t n_0	all
laugarvatni	l 9i: G a r v a h t n I	all
laugarásvegi	l 9i: G a r au s v ei j I	all
laugavegi	l 9i: G a v ei j I	all
laugaveginum	l 9i: G a v ei j I n Y m	all
laugavegur	l 9i: G a v E G Y r	all
laugin	l 9i: j I n	all
laugina	l 9i j I n a	all
lauginni	l 9i j I n I	all
lauk	l 9i: k	standard_clear
lauk	l 9i: k_h	north_clear
laukrétt	l 9i: k r j E h t	standard_clear
laukur	l 9i: k Y r	standard_clear
laukur	l 9i: k_h Y r	north_clear
launafólk	l 9i: n a f ou l_0 k	standard_clear
launafólks	l 9i: n a f ou l s	northeast_clear
launafólks	l 9i: n a f ou l_0 k s	standard_clear
launahækkana	l 9i: n a h ai h k a n a	all
launahækkanir	l 9i: n a h ai h k a n I r	all
launakostnaður	l 9i: n a k_h O s t n a D Y r	all
launanefndar	l 9i: n a n E m t a r	all
launatapið	l 9i: n a t_h a p I D	standard_clear
launatapið	l 9i: n a t_h a p_h I D	north_clear
launkofa	l 9i N k_h O v a	all
launþega	l 9i n T E G a	all
lausa	l 9i: s a	all
lausir	l 9i: s I r	all
lauslegt	l 9i: s t l E x t	all
lausn	l 9i s t n_0	all
lausna	l 9i s t n a	all
lausnar	l 9i s t n a r	all
lausnin	l 9i s t n I n	all
lausnina	l 9i s t n I n a	all
lausnum	l 9i s t n Y m	all
lausu	l 9i: s Y	all
lausum	l 9i: s Y m	all
laut	l 9i: t	standard_clear
lax	l a k s	all
laxa	l a k s a	all
laxastofna	l a k s a s t O p n a	all
laxdal	l a k s t a l	all
laxi	l a k s I	all
laxinn	l a k s I n	all
laxá	l a k s au	all
laða	l a: D a	all
lebron	l E p r O n	all
lee	l i:	all
leeds	l i t s	all
legg	l E k	all
leggangaopið	l E G k au N k a O p I D	standard_clear
leggangaopið	l E G k au N k a O p_h I D	north_clear
leggi	l E c I	all
leggina	l E c I n a	all
legginn	l E c I n	all
leggist	l E c I s t	all
leggjast	l E c a s t	all
leggjum	l E c Y m	all
leggjunum	l E c O n Y m	all
leggst	l E k s t	all
leggur	l E k Y r	all
leggurðu	l E k Y r D Y	standard_clear
leggðu	l E G D Y	all
leggöngin	l E G 9i J c I n	all
leginu	l ei j I n Y	all
leginum	l ei j I n Y m	all
legið	l ei j I D	all
legoland	l E: k ou l a n t	all
legu	l E: G Y	all
legði	l E G D I	all
leiddi	l ei t I	all
leiddist	l ei t I s t	all
leiddu	l ei t Y	all
leiddumst	l ei t Y m s t	all
leiddur	l ei t Y r	all
leifa	l ei: v a	all
leifs	l ei f s	all
leifsson	l ei f s O n	all
leifssonar	l ei f s O n a r	all
leifsstöð	l ei f s t 9 D	all
leifssyni	l ei f s I n I	all
leiftrandi	l ei f t r a n t I	all
leiftri	l ei f t r I	all
leiftruðu	l ei f t r Y D Y	all
leiftursókn	l ei f t Y r_0 s ou h k n	all
leigjendasamtökin	l ei j E n t a s a m t_h 9 c I n	standard_clear
leigjendasamtökin	l ei j E n t a s a m t_h 9 c_h I n	north_clear
leigt	l ei x t	all
leigubifreiðarstjóra	l ei: G Y p I v r ei D a r s t j ou r a	all
leigubifreiðarstjóra	l ei: G Y p I v r ei D a s t j ou r a	standard_cas
leigubílinn	l ei: G Y p i l I n	all
leiguflugi	l ei: G Y f l Yi j I	all
leiguhúsnæði	l ei: G Y h u s t n ai D I	all
leigumorðingja	l ei: G Y m O r D i J c a	all
leigðu	l ei G D Y	all
leigðum	l ei G D Y m	all
leik	l ei: k	standard_clear
leikanna	l ei: k a n a	standard_clear
leikanna	l ei: k_h a n a	north_clear
leikarinn	l ei: k a r I n	standard_clear
leikarinn	l ei: k_h a r I n	north_clear
leikbann	l ei: k p a n	all
leikfimi	l ei k f I m I	all
leikfélag	l ei: k f j E l a G	all
leikfélagið	l ei: k f j E l ai j I D	all
leikföngum	l ei: k f 9i N k Y m	all
leikhlé	l ei k l_0 j E	all
leikhléi	l ei: k l_0 j E I	all
leikhús	l ei: k h u s	all
leikhúslífi	l ei: k h u s t l i v I	all
leikhúss	l ei: k h u s	all
leiki	l ei: c I	standard_clear
leiki	l ei: c_h I	north_clear
leikin	l ei: c I n	standard_clear
leikin	l ei: c_h I n	north_clear
leikina	l ei: c I n a	standard_clear
leikina	l ei: c_h I n a	north_clear
leikinn	l ei: c I n	standard_clear
leikinn	l ei: c_h I n	north_clear
leikir	l ei: c I r	standard_clear
leikir	l ei: c_h I r	north_clear
leikið	l ei: c I D	standard_clear
leikið	l ei: c_h I D	north_clear
leikja	l ei: c a	standard_clear
leikja	l ei: c_h a	north_clear
leikjatölvu	l ei: c a t_h 9 l v Y	standard_clear
leikjatölvu	l ei: c_h a t_h 9 l v Y	north_clear
leikjum	l ei: c Y m	standard_clear
leikjunum	l ei: c O n Y m	standard_clear
leikjunum	l ei: c_h O n Y m	north_clear
leikkafli	l ei: k_h a p l I	all
leikkona	l ei: k O n a	all
leikkonan	l ei k_h O n a n	all
leikkonuna	l ei: k_h O n Y n a	all
leikkonunnar	l ei: k_h O n Y n a r	all
leikkonur	l ei: k_h O n Y r	all
leiklistarhæfileika	l ei: k l I s t a r_0 h ai v I l ei k a	standard_clear
leiklistarhæfileika	l ei: k l I s t a r_0 h ai v I l ei k_h a	north_clear
leiklistarskóla	l ei k l I s t a s k ou l a	standard_cas
leiklistarskóla	l ei: k l I s t a r_0 s k ou l a	standard_clear
leikmannahóp	l ei k m a n a h ou p	standard_clear
leikmannahóp	l ei k m a n a h ou p_h	north_clear
leikmannahópi	l ei k m a n a h ou p I	standard_clear
leikmannahópi	l ei k m a n a h ou p_h I	north_clear
leikmannahópnum	l ei: k m a n a h ou h p n Y m	all
leikmannaskipti	l ei: k m a n a s c I f t I	all
leikmanninn	l ei k m a n I n	all
leikmenn	l ei: k m E n	standard_clear
leikmennina	l ei: k m E n I n a	standard_clear
leikmennina	l ei: k_h m E n I n a	north_clear
leikmunageymslu	l ei: k m Y n a c ei m s t l Y	all
leikmönnum	l ei: k m 9 n Y m	all
leikni	l ei h k n I	all
leiknir	l ei h k n I r	all
leiknum	l ei h k n Y m	all
leikreglna	l ei: k r E k l n a	all
leikreglum	l ei: k r E k l Y m	standard_clear
leikrit	l ei: k r I t	standard_clear
leikrit	l ei: k_h r I t	north_clear
leikrita	l ei: k r I t a	standard_clear
leikrita	l ei: k_h r I t_h a	north_clear
leikritasafn	l ei: k r I t a s a p n_0	standard_clear
leikritasafn	l ei: k r I t_h a s a p n_0	north_clear
leikriti	l ei: k r I t I	standard_clear
leikriti	l ei: k_h r I t_h I	north_clear
leikritinu	l ei: k r I t I n Y	standard_clear
leikritinu	l ei: k_h r I t_h I n Y	north_clear
leikritið	l ei: k r I t I D	standard_clear
leikritið	l ei: k_h r I t_h I D	north_clear
leikritum	l ei: k r I t Y m	standard_clear
leikritum	l ei: k_h r I t_h Y m	north_clear
leikrænni	l ei: k r ai t n I	all
leiks	l ei k s	all
leiksins	l ei k s I n s	all
leikskólabarna	l ei: k s k ou l a p a r t n a	standard_clear
leikskólakennari	l ei: k s k ou l a c_h E n a r I	all
leikskólanefnd	l ei: k s k ou l a n E m t	all
leikskólanum	l ei k s k ou l a n Y m	all
leikskólum	l ei: k s k ou l Y m	all
leikslok	l ei k s t l O k	standard_clear
leiksloka	l ei k s t l O k a	standard_clear
leiksloka	l ei k s t l O k_h a	north_clear
leikstjóra	l ei: k s t j ou r a	all
leikstjórinn	l ei k s t j ou r I n	all
leikstíll	l ei: k s t i t l_0	all
leikstýrt	l ei: k s t i r_0 t	all
leiksýning	l ei: k s i n i N k	all
leiksýningu	l ei: k s i n i N k Y	all
leiksýningum	l ei: k s i n i N k Y m	all
leiktilþrif	l ei: k t_h I l T r I f	all
leiktu	l ei x t Y	all
leiktæki	l ei: k t_h ai c I	standard_clear
leiktæki	l ei: k t_h ai c_h I	north_clear
leiktíma	l ei: k t_h i m a	all
leiktíð	l ei: k t_h i D	all
leiktíðar	l ei: k t_h i D a r	all
leiktíðinni	l ei: k t_h i D I n I	all
leikunum	l ei: k O n Y m	standard_clear
leikunum	l ei: k_h O n Y m	north_clear
leikurinn	l ei: k Y r I n	standard_clear
leikurinn	l ei: k_h Y r I n	north_clear
leikvanginn	l ei: k v au J c I n	standard_clear
leikvanginum	l ei: k v au J c I n Y m	standard_clear
leikvelli	l ei: k v E t l I	all
leikvellinum	l ei: k v E t l I n Y m	standard_clear
leikverk	l ei: k v E r_0 k	all
leirklessa	l ei: r k_h l E s a	all
leirpyttir	l ei: r p_h I h t I r	all
leirtau	l ei r_0 t_h 9i	all
leist	l ei s t	all
leita	l ei: t a	standard_clear
leita	l ei: t_h a	north_clear
leitarkönguló	l ei: t a r_0 k_h 9i N k Y l ou	standard_clear
leitarkönguló	l ei: t_h a r_0 k_h 9i N k Y l ou	north_clear
leitarstjórinn	l ei: t a r_0 s t j ou r I n	standard_clear
leitarstjórinn	l ei: t a s t j ou r I n	standard_cas
leitarstjórinn	l ei: t_h a r_0 s t j ou r I n	north_clear
leitað	l ei: t a D	standard_clear
leitað	l ei: t_h a D	north_clear
leiti	l ei: t I	standard_clear
leiti	l ei: t_h I	north_clear
leitin	l ei: t I n	standard_clear
leitin	l ei: t_h I n	north_clear
leitinni	l ei: t I n I	standard_clear
leitinni	l ei: t_h I n I	north_clear
leitt	l ei h t	all
leið	l ei: D	all
leiða	l ei: D a	all
leiðandi	l ei: D a n t I	all
leiðangurinn	l ei: D au N k Y r I n	all
leiðar	l ei: D a r	all
leiðara	l ei: D a r a	all
leiðarsteinninn	l ei: D a r_0 s t ei t n I n	standard_clear
leiðarsteinninn	l ei: D a s t ei t n I n	standard_cas
leiðbeina	l ei D p ei n a	all
leiðbeinandi	l ei D p ei n a n t I	all
leiðbeiningarnar	l ei D p ei n i N k a r t n a r	standard_clear
leiðbeiningarreglum	l ei D p ei n i N k a r E k l Y m	all
leiðbeiningarstöð	l ei D p ei n i N k a r_0 s t 9 D	standard_clear
leiðbeiningarstöð	l ei D p ei n i N k a s t 9 D	standard_cas
leiðbeiningum	l ei D p ei n i N k Y m	all
leiðigjarnt	l ei: D I c a n_0 t	all
leiðin	l ei: D I n	all
leiðina	l ei: D I n a	all
leiðinlega	l ei: D I n l E G a	all
leiðinlegir	l ei: D I n l ei j I r	all
leiðinlegri	l ei: D I n l E G r I	all
leiðinlegt	l ei: D I n l E x t	all
leiðinni	l ei: D I n I	all
leiðir	l ei: D I r	all
leiðrétt	l ei D r j E h t	all
leiðréttingar	l ei D r j E h t i N k a r	all
leiðréttingu	l ei D r j E h t i N k Y	all
leiðsögn	l ei D s 9 k n_0	all
leiðtoga	l ei D t_h O G a	all
leiðtogaskóli	l ei D t_h O G a s k ou l I	all
leka	l E: k a	standard_clear
leka	l E: k_h a	north_clear
leki	l E: c I	standard_clear
leki	l E: c_h I	north_clear
lekið	l E: c I D	standard_clear
lekið	l E: c_h I D	north_clear
lektor	l E x t O r	all
lemgo	l E m k ou	all
lemja	l E m j a	all
lendi	l E n t I	all
lendingu	l E n t i N k Y	all
lengd	l ei N t	all
lengdar	l ei N t a r	all
lengdinni	l ei N t I n I	all
lengdist	l ei N t I s t	all
lengdur	l ei N t Y r	all
lengdust	l ei N t Y s t	all
lengi	l ei J c I	all
lenging	l ei J c i N k	all
lengingu	l ei J c i N k Y	all
lengir	l ei J c I r	all
lengja	l ei J c a	all
lengra	l ei N k r a	all
lengri	l ei N k r I	all
lengsta	l ei N s t a	all
lengstra	l ei N s t r a	all
lengstu	l ei N s t Y	all
lengstum	l ei N s t Y m	all
lengstur	l ei N s t Y r	all
lengt	l ei N t_h	northeast_clear
lengt	l ei N_0 t	standard_clear
lengur	l ei N k Y r	all
lennart	l E n a r_0 t	all
lennon	l E n O n	all
lent	l E n t_h	northeast_clear
lent	l E n_0 t	standard_clear
lenti	l E n t_h I	northeast_clear
lenti	l E n_0 t I	standard_clear
lentu	l E n t_h Y	northeast_clear
lentu	l E n_0 t Y	standard_clear
lepja	l E: p j a	standard_clear
lepja	l E: p_h j a	north_clear
leppana	l E h p a n a	all
lerki	l E r_0 c I	all
lesendum	l E: s E n t Y m	all
lesendur	l E: s E n t Y r	all
lesinn	l E: s I n	all
lesna	l E s t n a	all
lesnar	l E s t n a r	all
lesning	l E s t n i N k	all
lestarinnar	l E s t a r I n a r	all
lestarklefanum	l E s t a r_0 k_h l E v a n Y m	standard_clear
lestarlúgu	l E s t a r l u G Y	standard_clear
lestarlúgu	l E s t a r l u Y	standard_cas
lestarstjórinn	l E s t a r_0 s t j ou r I n	standard_clear
lestarstjórinn	l E s t a s t j ou r I n	standard_cas
lestri	l E s t r I	all
letri	l E: t r I	standard_clear
letri	l E: t_h r I	north_clear
letrið	l E: t r I D	standard_clear
letrið	l E: t_h r I D	north_clear
lettlandi	l E h t l a n t I	all
lettlands	l E h t l a n s	standard_cas
lettlands	l E h t l a n t s	standard_clear
leverkusen	l E: v E r k_h Y s E n	all
leví	l E: v i	all
leyfi	l ei: v I	all
leyfilegt	l ei: v I l E x t	all
leyfir	l ei: v I r	all
leyfis	l ei: v I s	all
leyfið	l ei: v I D	all
leyfum	l ei: v Y m	all
leyfði	l ei v D I	all
leyfðu	l ei v D Y	all
leyndarskráningu	l ei n t a r_0 s k r au n i N k Y	all
leynilegt	l ei: n I l E x t	all
leynilögregluna	l ei: n I l 9 G r E k l Y n a	all
leynilögreglustjórans	l ei: n I l 9 G r E k l Y s t j ou r a n s	all
leynt	l ei n t_h	northeast_clear
leynt	l ei n_0 t	standard_clear
leysti	l ei s t I	all
leystur	l ei s t Y r	all
leyti	l ei: t I	standard_clear
leyti	l ei: t_h I	north_clear
leður	l E: D Y r	all
leðurblökuungi	l E: D Y r_0 p l 9 k Y u J c I	standard_clear
leðurblökuungi	l E: D Y r_0 p l 9 k_h Y u J c I	north_clear
leðurblöðkumynd	l E: D Y r p l 9 T k Y m I n t	standard_clear
leðurhúfan	l E: D Y r h u a n	standard_cas
leðurhúfan	l E: D Y r h u v a n	standard_clear
leðurjakkanum	l E: D Y r j a h k a n Y m	all
leðurpakki	l E: D Y r p_h a h c I	all
leðursófa	l E: D Y r s ou f a	all
leó	l E: ou	all
leósdóttir	l E: ou s t ou h t I r	all
leósson	l E: ou s O n	all
life	l ai: f	all
lifi	l I: v I	all
lifir	l I: v I r	all
lifna	l I p n a	all
lifrarpylsu	l I v r a r_0 p_h I l s Y	standard_clear
lifum	l I: v Y m	all
lifði	l I v D I	all
lifðu	l I v D Y	all
ligg	l I k	all
liggi	l I c I	all
liggja	l I c a	all
liggjandi	l I c a n t I	all
liggjum	l I c Y m	all
liggur	l I k Y r	all
liggðu	l I G D Y	all
like	l ai: k	all
like	l ai: k_h	north_clear
lilju	l I l j Y	all
lilleström	l I l E s t r 9 m	all
limman	l I m a n	all
limmu	l I m Y	all
limmuna	l I m Y n a	all
lind	l I n t	all
linda	l I n t a	all
lindasókn	l I n t a s ou h k n	all
lindubuff	l I n t Y p Y f	all
link	l i N k_h	northeast_clear
link	l i N_0 k	standard_clear
linka	l i N k_h a	northeast_clear
linka	l i N_0 k a	standard_clear
linkind	l i n c_h I n t	all
linkur	l i N k_h Y r	northeast_clear
linkur	l i N_0 k Y r	standard_clear
linnulaust	l I n Y l 9i s t	all
lint	l I n t_h	northeast_clear
lint	l I n_0 t	standard_clear
linur	l I: n Y r	all
lippu	l I h p Y	all
lipran	l I: p r a n	standard_clear
lipran	l I: p_h r a n	north_clear
liprari	l I: p r a r I	standard_clear
liprari	l I: p_h r a r I	north_clear
lipur	l I: p Y r	standard_clear
lipur	l I: p_h Y r	north_clear
lissabon	l I s a p O n	all
lista	l I s t a	all
